Waterbody,Sampling_Date,Latitude,Longitude,Taxon,TLEN,RWT,Sex,As_ug_ww,System_Type,Data_source,As_ug_ww_RAND,Marine,PORTION_TYPE_CODE,PORTION_TYPE_DESC
Skipper Lake,2017-08-16,48.85194,-86.39333,YPERCH,204,91,,0.022,Lake,MECP,0.01682,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Skipper Lake,2017-08-16,48.85194,-86.39333,YPERCH,239,158,M,0.019,Lake,MECP,0.01338,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Slant Lake,2016-03-05,50.19528,-93.94278,NP,459,638,,0.018,Lake,MECP,0.01418,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
Slant Lake,2016-03-05,50.19528,-93.94278,WALL,411,892,,0.019,Lake,MECP,0.00957,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
Slant Lake,2016-03-05,50.19528,-93.94278,YPERCH,284,593,F,0.008,Lake,MECP,0.00376,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
South Bruce Lake,2017-07-08,50.76889,-93.36,LWF,321,395,,0.175,Lake,MECP,0.175,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,LWF,421,1038,,0.306,Lake,MECP,0.306,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,LWF,499,1804,,0.256,Lake,MECP,0.256,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,NP,504,736,,0.051,Lake,MECP,0.051,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,NP,731,2456,,0.101,Lake,MECP,0.101,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,NP,968,5640,,0.067,Lake,MECP,0.067,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,SAUG,299,186,,0.063,Lake,MECP,0.063,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,SAUG,335,298,,0.111,Lake,MECP,0.111,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,SAUG,372,379,,0.074,Lake,MECP,0.074,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,WALL,400,590,,0.068,Lake,MECP,0.068,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,WALL,499,962,,0.064,Lake,MECP,0.064,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,WALL,581,1876,,0.088,Lake,MECP,0.088,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,WS,346,516,,0.058,Lake,MECP,0.058,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,WS,419,904,,0.057,Lake,MECP,0.057,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,WS,488,1481,,0.034,Lake,MECP,0.01078,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,YPERCH,230,148,,0.028,Lake,MECP,0.01697,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,YPERCH,270,261,,0.03,Lake,MECP,0.02133,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
South Bruce Lake,2017-07-08,50.76889,-93.36,YPERCH,279,307,,0.033,Lake,MECP,0.02362,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,CISCO,379,691,,0.071,Lake,MECP,0.071,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,CISCO,431,1118,,0.074,Lake,MECP,0.074,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,CISCO,479,1287,,0.072,Lake,MECP,0.072,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,LWF,361,494,,0.042,Lake,MECP,0.00262,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,LWF,541,2177,,0.095,Lake,MECP,0.095,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,LWF,637,3897,,0.064,Lake,MECP,0.064,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,NP,475,623,,0.033,Lake,MECP,0.00742,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,NP,583,1066,,0.053,Lake,MECP,0.053,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,NP,704,2314,,0.04,Lake,MECP,0.01654,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,SMB,379,822,,0.165,Lake,MECP,0.165,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,SMB,439,1492,,0.124,Lake,MECP,0.124,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,SMB,480,1891,,0.103,Lake,MECP,0.103,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,WALL,380,525,,0.019,Lake,MECP,0.00064,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,WALL,455,828,,0.03,Lake,MECP,0.01592,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,WALL,507,1222,,0.021,Lake,MECP,0.00137,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,WS,398,795,,0.026,Lake,MECP,0.00237,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,WS,510,1794,,0.029,Lake,MECP,0.01149,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Steep Rock Lake,2017-06-26,48.79778,-91.66639,WS,592,2859,,0.014,Lake,MECP,0.01523,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Stream at Corduroy bridge crossing,2014-06-06,52.73889,-86.30583,FSDACE,63,3,,0.085,River,MECP,0.085,N,YFC,YOUNG FISH COMPOSITE
Stream at Enviro-span Culvert,2014-06-06,52.7375,-86.30306,FSDACE,62,2,,0.035,River,MECP,0.00697,N,YFC,YOUNG FISH COMPOSITE
Streatfeild Lake,2014-08-12,52.145,-85.91139,NP,419,340,F,0.046,Lake,MECP,0.01509,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-11,52.145,-85.91139,NP,554,850,M,0.043,Lake,MECP,0.0084,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-11,52.145,-85.91139,NP,700,1980,F,0.088,Lake,MECP,0.088,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-10,52.145,-85.91139,WALL,219,74,F,0.016,Lake,MECP,0.00721,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-10,52.145,-85.91139,WALL,420,690,M,0.022,Lake,MECP,0.02458,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-10,52.145,-85.91139,WALL,564,1300,F,0.024,Lake,MECP,0.01532,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-10,52.145,-85.91139,WS,376,670,F,0.071,Lake,MECP,0.071,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-10,52.145,-85.91139,WS,447,1100,M,0.051,Lake,MECP,0.051,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Streatfeild Lake,2014-08-10,52.145,-85.91139,WS,518,1480,F,0.027,Lake,MECP,0.02216,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-03,49.89861,-91.01833,BUR,290,358,F,0.581,Lake,MECP,0.581,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-03,49.89861,-91.01833,BUR,530,910,F,0.084,Lake,MECP,0.084,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2014-07-02,49.92722,-90.89694,BUR,621,1657,,0.169,Lake,MECP,0.169,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
Sturgeon Lake,2016-07-04,49.89861,-91.01833,BUR,713,2450,M,0.148,Lake,MECP,0.148,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-03,49.89861,-91.01833,LT,556,1660,M,0.106,Lake,MECP,0.106,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-05,49.89861,-91.01833,LT,671,2625,M,0.206,Lake,MECP,0.206,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-05,49.89861,-91.01833,LT,790,4600,F,1.081,Lake,MECP,1.081,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-04,49.89861,-91.01833,LWF,210,60,,0.128,Lake,MECP,0.128,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-03,49.89861,-91.01833,LWF,459,950,F,0.626,Lake,MECP,0.626,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-03,49.89861,-91.01833,LWF,545,1400,M,0.472,Lake,MECP,0.472,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-05,49.89861,-91.01833,NP,451,470,M,0.026,Lake,MECP,0.01308,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-05,49.89861,-91.01833,NP,617,1500,M,0.069,Lake,MECP,0.069,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-04,49.89861,-91.01833,NP,754,2200,F,0.072,Lake,MECP,0.072,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2014-07-02,49.92722,-90.89694,NP,798,3166,,0.095,Lake,MECP,0.095,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
Sturgeon Lake,2016-07-04,49.89861,-91.01833,WALL,227,87,,0.041,Lake,MECP,0.00175,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-04,49.89861,-91.01833,WALL,526,1100,F,0.039,Lake,MECP,0.01505,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-04,49.89861,-91.01833,WALL,673,2500,F,0.064,Lake,MECP,0.064,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-04,49.89861,-91.01833,WS,355,560,M,0.271,Lake,MECP,0.271,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-04,49.89861,-91.01833,WS,446,1100,M,0.053,Lake,MECP,0.053,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sturgeon Lake,2016-07-04,49.89861,-91.01833,WS,536,1900,F,0.047,Lake,MECP,0.00494,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - Breakfast Hole,2012-08-15,54.755,-84.52944,BT,465,950,F,0.657,River,MECP,0.657,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - Breakfast Hole,2012-08-15,54.755,-84.52944,BT,485,1000,M,0.749,River,MECP,0.749,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - Breakfast Hole,2015-08-25,54.755,-84.52944,BT,465,1135,,0.567,River,MECP,0.567,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - Breakfast Hole,2012-08-15,54.755,-84.52944,BT,550,1430,F,0.403,River,MECP,0.403,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - First Rapids,2012-08-16,54.67111,-84.59194,BT,405,725,M,0.042,River,MECP,0.00569,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - First Rapids,2012-08-16,54.67111,-84.59194,BT,440,750,M,0.042,River,MECP,0.00458,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - First Rapids,2012-08-16,54.67111,-84.59194,BT,565,1775,M,0.679,River,MECP,0.679,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - Hawley Lake Outflow,2012-08-16,54.60722,-84.60722,NP,505,700,M,0.032,River,MECP,0.02118,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - Hawley Lake Outflow,2012-09-05,54.60722,-84.60722,NP,655,1360,F,0.042,River,MECP,8.00E-05,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River - Hawley Lake Outflow,2012-09-05,54.60722,-84.60722,NP,740,2250,F,0.046,River,MECP,0.00029,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,406,687,,0.42286,River,Lescord,0.42286,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,444,934,,0.41142,River,Lescord,0.41142,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,451,993,,0.32549,River,Lescord,0.32549,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,465,1135,,0.1023,River,Lescord,0.1023,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,485,1162,,0.04006,River,Lescord,0.04006,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,492,1278,,0.3509,River,Lescord,0.3509,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,481,1309,,0.35655,River,Lescord,0.35655,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,496,1344,,0.80615,River,Lescord,0.80615,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,490,1419,,0.40605,River,Lescord,0.40605,Y,NA,NA
Sutton River mouth,2015-08-25,55.20758,-83.7059,BT,526,1505,,0.50336,River,Lescord,0.50336,Y,NA,NA
Sutton River mouth,2012-08-13,55.20167,-83.71361,NP,435,500,M,0.031,River,MECP,0.00206,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River mouth,2012-08-13,55.20167,-83.71361,NP,660,1900,F,0.226,River,MECP,0.226,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River mouth,2012-08-13,55.20167,-83.71361,NP,755,3000,F,0.098,River,MECP,0.098,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River mouth,2012-08-13,55.20167,-83.71361,NP,845,3500,F,0.219,River,MECP,0.219,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Sutton River mouth,2012-08-13,55.20167,-83.71361,NP,1020,7000,F,0.71,River,MECP,0.71,Y,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,346.075,380,F,0.17336,River,Lescord,0.17336,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,361.95,440,M,0.34102,River,Lescord,0.34102,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,396.875,500,M,0.6074,River,Lescord,0.6074,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,374.65,550,F,0.30538,River,Lescord,0.30538,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,412.75,750,F,0.14533,River,Lescord,0.14533,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,431.8,800,M,0.15673,River,Lescord,0.15673,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,406.4,800,F,0.25007,River,Lescord,0.25007,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,412.75,860,F,0.15976,River,Lescord,0.15976,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,469.9,1100,M,0.19204,River,Lescord,0.19204,Y,NA,NA
Tamuna-River-mouth,2016-08-10,56.53111,-88.25989,BT,511.175,1380,M,0.20418,River,Lescord,0.20418,Y,NA,NA
Tetu Lake,2010-09-20,50.18194,-95.03833,Black Crappie,236,212,M,0.061,Lake,MECP,0.061,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,Black Crappie,245,230,F,0.061,Lake,MECP,0.061,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,Black Crappie,360,284,M,0.054,Lake,MECP,0.054,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,Black Crappie,313,498,F,0.057,Lake,MECP,0.057,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2016-09-28,50.14361,-95.04389,CISCO,395,816,F,0.094,Lake,MECP,0.094,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2016-09-28,50.14361,-95.04389,LWF,337,365,M,0.101,Lake,MECP,0.101,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,LWF,428,742,F,0.07,Lake,MECP,0.07,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,LWF,475,1388,M,0.041,Lake,MECP,0.00105,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,LWF,539,1696,F,0.064,Lake,MECP,0.064,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,LWF,584,2408,F,0.087,Lake,MECP,0.087,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,LWF,588,2435,,0.037,Lake,MECP,0.01151,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
Tetu Lake,2010-09-20,50.18194,-95.03833,LWF,654,3784,M,0.031,Lake,MECP,0.01752,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2016-09-28,50.14361,-95.04389,NP,353,223,M,0.014,Lake,MECP,0.00609,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,NP,350,950,M,0.04,Lake,MECP,0.02331,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,NP,543,1030,M,0.043,Lake,MECP,0.01137,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,NP,657,1536,F,0.037,Lake,MECP,0.02121,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,NP,783,3536,F,0.046,Lake,MECP,0.0211,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,NP,890,4200,F,0.033,Lake,MECP,0.00605,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2014-10-03,50.18194,-95.03833,NP,886,4720,,0.168,Lake,MECP,0.168,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
Tetu Lake,2016-09-28,50.14361,-95.04389,SAUG,306,234,F,0.021,Lake,MECP,0.00527,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,SAUG,382,484,F,0.016,Lake,MECP,0.02163,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,SAUG,390,520,F,0.069,Lake,MECP,0.069,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2016-09-28,50.14361,-95.04389,SMB,423,1269,F,0.085,Lake,MECP,0.085,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,SMB,420,1432,F,0.046,Lake,MECP,0.01141,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2016-09-28,50.14361,-95.04389,WALL,307,273,M,0.038,Lake,MECP,0.02107,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,WALL,363,452,F,0.043,Lake,MECP,0.01601,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,WALL,430,708,M,0.059,Lake,MECP,0.059,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,WALL,488,1050,F,0.021,Lake,MECP,0.00648,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,WALL,644,1431,F,0.069,Lake,MECP,0.069,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2010-09-20,50.18194,-95.03833,WALL,550,1440,F,0.035,Lake,MECP,0.01609,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Tetu Lake,2014-10-02,50.18194,-95.03833,WALL,610,2438,,0.1,Lake,MECP,0.1,N,FC,COMPOSITE OF SKIN-OFF FILLETS OF SEVERAL FISH
Three Nations Lake,2012-09-27,48.51611,-81.105,NP,666,1625,M,0.177,Lake,MECP,0.177,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-27,48.51611,-81.105,NP,645,1800,F,0.235,Lake,MECP,0.235,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-27,48.51611,-81.105,NP,678,2100,F,0.3,Lake,MECP,0.3,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-27,48.51611,-81.105,NP,669,2200,F,0.206,Lake,MECP,0.206,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-27,48.51611,-81.105,NP,718,2600,F,0.194,Lake,MECP,0.194,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-27,48.51611,-81.105,WALL,410,650,M,0.063,Lake,MECP,0.063,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-28,48.51611,-81.105,WALL,481,1350,M,0.085,Lake,MECP,0.085,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-28,48.51611,-81.105,WALL,496,1350,M,0.159,Lake,MECP,0.159,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-26,48.51611,-81.105,WALL,568,2150,F,0.074,Lake,MECP,0.074,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Three Nations Lake,2012-09-28,48.51611,-81.105,WALL,611,2500,F,0.072,Lake,MECP,0.072,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Toothpick Lake,2016-11-06,50.11444,-94.12694,NP,430,500,M,0.02,Lake,MECP,0.00879,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Toothpick Lake,2016-11-06,50.11444,-94.12694,NP,560,1500,F,0.02,Lake,MECP,0.00497,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
